Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2014-10-06 00:00:00-04:00,155.45470347631854,155.80824650969842,153.87605479320314,154.1473846435547,1934800,0.0,0.0
2014-10-07 00:00:00-04:00,153.3909607549873,153.3909607549873,150.97366977615528,151.12167358398438,2927100,0.0,0.0
2014-10-08 00:00:00-04:00,151.31076513323046,153.75272111938554,149.76501183670558,153.45672607421875,3154500,0.0,0.0
2014-10-09 00:00:00-04:00,152.78253356499283,153.07029853041217,148.61393743080114,149.04148864746094,4892900,0.0,0.0
2014-10-10 00:00:00-04:00,149.28813601171063,150.42277317850926,148.04659537076597,148.30970764160156,4405600,0.0,0.0
2014-10-13 00:00:00-04:00,148.81943382613207,150.62006876208747,146.76391678433467,146.9859161376953,3436500,0.0,0.0
2014-10-14 00:00:00-04:00,147.5696803176953,149.46897611316555,146.1637136452036,146.92835998535156,3557200,0.0,0.0
2014-10-15 00:00:00-04:00,145.1112958935196,146.3117109053944,141.02492672086674,145.7279510498047,6330500,0.0,0.0
2014-10-16 00:00:00-04:00,141.43603525692785,144.94684970690213,140.81114998000223,141.89646911621094,7797500,0.0,0.0
2014-10-17 00:00:00-04:00,144.54404495743557,145.97467762124134,143.96850236016385,145.45669555664062,4951000,0.0,0.0
2014-10-20 00:00:00-04:00,144.8893116966122,146.35283908377937,144.5604339305073,146.22128295898438,2307900,0.0,0.0
2014-10-21 00:00:00-04:00,147.35590637884965,148.29322164605642,146.6488080161582,148.1452178955078,2649500,0.0,0.0
2014-10-22 00:00:00-04:00,148.4494802647653,148.65503202017322,145.390869140625,145.390869140625,3088300,0.0,0.0
2014-10-23 00:00:00-04:00,147.0106088168207,148.90168735791886,146.9366132004965,148.0465850830078,3397000,0.0,0.0
2014-10-24 00:00:00-04:00,148.2192340579537,150.86674114891127,148.0054522451443,150.7516326904297,2900900,0.0,0.0
2014-10-27 00:00:00-04:00,150.3487469381186,151.41761836541343,149.89653065589224,151.21206665039062,2383700,0.0,0.0
2014-10-28 00:00:00-04:00,151.41767875487858,153.1936492919922,150.6283543341994,153.1936492919922,3027700,0.0,0.0
2014-10-29 00:00:00-04:00,153.00447914916975,154.00757257175277,152.42893682782255,152.9962615966797,3379000,0.0,0.0
2014-10-30 00:00:00-04:00,152.5029648027019,153.83494879579234,152.24808261671893,153.72805786132812,2794800,0.0,0.0
2014-10-31 00:00:00-04:00,155.594434926153,156.2193076401965,154.67355468675882,156.21109008789062,3357000,0.0,0.0
