Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2014-10-06 00:00:00-04:00,51.7224187025873,52.456896441845515,50.854396082861925,51.48037338256836,7164900,0.0,0.0
2014-10-07 00:00:00-04:00,51.17155071164956,52.264922184495745,50.96289164475406,51.08808517456055,7178700,0.0,0.0
2014-10-08 00:00:00-04:00,50.629046378294106,50.77928119236888,48.28371683313601,50.420387268066406,21106900,0.0,0.0
2014-10-09 00:00:00-04:00,49.978032491673545,50.028108641962994,47.46577494522811,47.80797576904297,17290000,0.0,0.0
2014-10-10 00:00:00-04:00,47.590969319371276,47.716162872747496,44.92013212350309,45.31241226196289,29437400,0.0,0.0
2014-10-13 00:00:00-04:00,45.10376192976935,45.7714705626537,41.62332570603792,41.94883346557617,25679600,0.0,0.0
2014-10-14 00:00:00-04:00,42.249276814854916,43.17572335853237,40.82204990459264,41.42298889160156,27479300,0.0,0.0
2014-10-15 00:00:00-04:00,41.122521557252,42.808486882972964,40.20441992512929,42.26597213745117,30381000,0.0,0.0
2014-10-16 00:00:00-04:00,40.813710723476916,44.13556235798941,40.504893042604266,42.70833206176758,28459700,0.0,0.0
2014-10-17 00:00:00-04:00,45.679643074995354,46.88151816812023,43.517934989412495,43.9018669128418,26762400,0.0,0.0
2014-10-20 00:00:00-04:00,44.419338714713874,45.04531585247981,43.07557394955483,44.1689453125,19259800,0.0,0.0
2014-10-21 00:00:00-04:00,45.412564677436066,46.631133011171606,45.0035914560093,46.45586013793945,18924500,0.0,0.0
2014-10-22 00:00:00-04:00,46.79805560372646,47.1652944178938,45.362480194362355,45.42925262451172,17167100,0.0,0.0
2014-10-23 00:00:00-04:00,46.2305089442659,47.04010725810963,45.738073348817416,46.61444091796875,10908000,0.0,0.0
2014-10-24 00:00:00-04:00,46.99001860220944,46.99001860220944,45.44594286702213,46.556007385253906,11425800,0.0,0.0
2014-10-27 00:00:00-04:00,45.23730157569219,45.23730157569219,43.26755881136568,43.72660827636719,18783400,0.0,0.0
2014-10-28 00:00:00-04:00,44.018727748944194,44.761553679601235,43.82675856373393,44.452735900878906,13871400,0.0,0.0
2014-10-29 00:00:00-04:00,45.504371607499515,46.046883293950195,44.920125558803925,45.42090606689453,10994700,0.0,0.0
2014-10-30 00:00:00-04:00,45.12045286523226,45.51272987717747,44.327547509012234,45.00360107421875,7251400,0.0,0.0
2014-10-31 00:00:00-04:00,44.66974791468907,46.063589405472506,44.25242964551285,46.02185821533203,11120300,0.0,0.0
2014-11-03 00:00:00-05:00,46.32232899157828,46.68956793107839,44.79494256142863,44.970218658447266,11962100,0.0,0.0
2014-11-04 00:00:00-05:00,44.10218238461565,44.12722045486633,41.78189448076418,42.7166862487793,20019200,0.0,0.0
2014-11-05 00:00:00-05:00,43.192430083852685,44.20233927916884,42.88361553319504,43.709903717041016,13049200,0.0,0.0
2014-11-06 00:00:00-05:00,43.234158446651065,44.41934361382455,42.90030584668516,44.37760925292969,13579800,0.0,0.0
2014-11-07 00:00:00-05:00,44.527847779740995,45.46264277953632,44.44438541870587,44.953514099121094,10990300,0.0,0.0
2014-11-10 00:00:00-05:00,45.913350752687194,46.40578639668726,44.45273693213103,44.76155471801758,10217700,0.0,0.0
2014-11-11 00:00:00-05:00,45.02028011031672,45.095397503394885,43.63478400322985,44.83666229248047,10705200,0.0,0.0
2014-11-12 00:00:00-05:00,44.419347450761094,45.52106717519595,44.110529709663986,44.42769241333008,9600000,0.0,0.0
2014-11-13 00:00:00-05:00,44.093834350064,48.40890220829765,42.374482539226,44.895084381103516,35987500,0.0,0.0
2014-11-14 00:00:00-05:00,46.76467321793343,46.95663919450472,44.81162405052703,45.971771240234375,25499000,0.0,0.0
2014-11-17 00:00:00-05:00,42.95873241851318,43.21746764008268,40.9055246511176,41.08914566040039,80357800,0.0,0.0
2014-11-18 00:00:00-05:00,41.93213479742818,42.08236642262027,40.44647981698409,40.51325225830078,43671700,0.0,0.0
2014-11-19 00:00:00-05:00,40.67183807830521,40.84711098699591,39.84554968940007,40.42144775390625,31694500,0.0,0.0
2014-11-20 00:00:00-05:00,40.64679319801646,41.28111545925363,40.38805476857376,41.07245635986328,23272300,0.0,0.0
2014-11-21 00:00:00-05:00,41.982205514944006,42.67495517652738,41.564887362342404,42.25763702392578,31224800,0.0,0.0
2014-11-24 00:00:00-05:00,42.157479049723555,42.54975913829147,41.32284273116024,41.63166046142578,21015100,0.0,0.0
2014-11-25 00:00:00-05:00,41.97385464161881,42.007240853257514,40.22111673719946,40.279541015625,27170000,0.0,0.0
2014-11-26 00:00:00-05:00,40.11261585524873,40.221116265976775,39.32805581035286,39.51167678833008,22833500,0.0,0.0
2014-11-28 00:00:00-05:00,36.999433226970346,37.032816263295835,34.94622525840606,35.221656799316406,34472700,0.0,0.0
2014-12-01 00:00:00-05:00,35.07143110555177,35.16324164304549,33.59412390814587,34.3953742980957,40195000,0.0,0.0
2014-12-02 00:00:00-05:00,34.46213270140373,34.58732623284065,33.552379030535974,33.669227600097656,39448200,0.0,0.0
2014-12-03 00:00:00-05:00,34.53275273525566,35.07769914746943,34.063263590608656,34.16386795043945,33376500,0.18,0.0
2014-12-04 00:00:00-05:00,33.92913242137275,34.608216028922946,33.55186197375831,34.155494689941406,32537900,0.0,0.0
2014-12-05 00:00:00-05:00,34.21417148867616,34.39022991667991,33.560235158990224,33.84528350830078,30049700,0.0,0.0
2014-12-08 00:00:00-05:00,33.40095323878268,33.49317525757078,32.17692309414501,32.35298156738281,37381000,0.0,0.0
2014-12-09 00:00:00-05:00,31.89186456103889,33.2751848098444,31.74933879587194,33.11589431762695,33268800,0.0,0.0
2014-12-10 00:00:00-05:00,32.252382167617064,32.86439733453421,31.72420346810809,31.958948135375977,35185800,0.0,0.0
2014-12-11 00:00:00-05:00,31.90864391635804,32.80570744817172,31.883490420462532,32.05116653442383,22655600,0.0,0.0
2014-12-12 00:00:00-05:00,31.699049617703114,32.26076092237845,31.405615618322194,31.799654006958008,30147100,0.0,0.0
2014-12-15 00:00:00-05:00,32.235616247754756,32.478746495841705,31.640368976774777,31.70743751525879,25879300,0.0,0.0
2014-12-16 00:00:00-05:00,31.372075355808082,33.28357767249133,31.19601689976587,31.950557708740234,28370900,0.0,0.0
2014-12-17 00:00:00-05:00,32.000865428377224,33.61055178017673,31.497840242402702,33.06560516357422,31846800,0.0,0.0
2014-12-18 00:00:00-05:00,34.21417534813208,34.23932564121109,32.27752282716621,32.8895378112793,30803900,0.0,0.0
2014-12-19 00:00:00-05:00,33.22489120433454,34.012964665421514,32.9817610350723,33.94589614868164,24413800,0.0,0.0
2014-12-22 00:00:00-05:00,33.803372328741446,33.90397670880727,33.065599412562385,33.26681137084961,19035900,0.0,0.0
2014-12-23 00:00:00-05:00,33.31711408318412,33.568626624297835,32.88953988495088,33.434486389160156,15064000,0.0,0.0
2014-12-24 00:00:00-05:00,33.333877552758,33.57700771916801,32.83085248956622,33.28357696533203,8362200,0.0,0.0
2014-12-26 00:00:00-05:00,33.61892594681729,33.78660203395998,33.08236502648497,33.3087272644043,10769600,0.0,0.0
2014-12-29 00:00:00-05:00,33.50994110500615,33.92912974750798,33.21650713636154,33.535091400146484,12499700,0.0,0.0
2014-12-30 00:00:00-05:00,33.61054079686567,33.6356910884989,33.141048431396484,33.141048431396484,12183500,0.0,0.0
